cell,i,j,k,x_m,y_m,z_m
2039,14,0,9,0.29,0.01,0.19
2040,0,1,9,0.01,0.03,0.19
2041,1,1,9,0.03,0.03,0.19
2042,2,1,9,0.05,0.03,0.19
2043,3,1,9,0.07,0.03,0.19
2044,4,1,9,0.09,0.03,0.19
2045,5,1,9,0.11,0.03,0.19
2046,6,1,9,0.13,0.03,0.19
2047,7,1,9,0.15,0.03,0.19
2048,8,1,9,0.17,0.03,0.19
2049,9,1,9,0.19,0.03,0.19
2050,10,1,9,0.21,0.03,0.19
2051,11,1,9,0.23,0.03,0.19
2052,12,1,9,0.25,0.03,0.19
2053,13,1,9,0.27,0.03,0.19
2054,14,1,9,0.29,0.03,0.19
2055,0,2,9,0.01,0.05,0.19
2056,1,2,9,0.03,0.05,0.19
2057,2,2,9,0.05,0.05,0.19
2058,3,2,9,0.07,0.05,0.19
2059,4,2,9,0.09,0.05,0.19
2060,5,2,9,0.11,0.05,0.19
2061,6,2,9,0.13,0.05,0.19
2062,7,2,9,0.15,0.05,0.19
2063,8,2,9,0.17,0.05,0.19
2064,9,2,9,0.19,0.05,0.19
2065,10,2,9,0.21,0.05,0.19
2066,11,2,9,0.23,0.05,0.19
2067,12,2,9,0.25,0.05,0.19
2068,13,2,9,0.27,0.05,0.19
2069,14,2,9,0.29,0.05,0.19
2070,0,3,9,0.01,0.07,0.19
2071,1,3,9,0.03,0.07,0.19
2072,2,3,9,0.05,0.07,0.19
2073,3,3,9,0.07,0.07,0.19
2074,4,3,9,0.09,0.07,0.19
2075,5,3,9,0.11,0.07,0.19
2076,6,3,9,0.13,0.07,0.19
2077,7,3,9,0.15,0.07,0.19
2078,8,3,9,0.17,0.07,0.19
2079,9,3,9,0.19,0.07,0.19
2080,10,3,9,0.21,0.07,0.19
2081,11,3,9,0.23,0.07,0.19
2082,12,3,9,0.25,0.07,0.19
2083,13,3,9,0.27,0.07,0.19
2084,14,3,9,0.29,0.07,0.19
2085,0,4,9,0.01,0.09,0.19
2086,1,4,9,0.03,0.09,0.19
2087,2,4,9,0.05,0.09,0.19
2088,3,4,9,0.07,0.09,0.19
2089,4,4,9,0.09,0.09,0.19
2090,5,4,9,0.11,0.09,0.19
2091,6,4,9,0.13,0.09,0.19
2092,7,4,9,0.15,0.09,0.19
2093,8,4,9,0.17,0.09,0.19
2094,9,4,9,0.19,0.09,0.19
2095,10,4,9,0.21,0.09,0.19
2096,11,4,9,0.23,0.09,0.19
2097,12,4,9,0.25,0.09,0.19
2098,13,4,9,0.27,0.09,0.19
2099,14,4,9,0.29,0.09,0.19
2100,0,5,9,0.01,0.11,0.19
2101,1,5,9,0.03,0.11,0.19
2102,2,5,9,0.05,0.11,0.19
2103,3,5,9,0.07,0.11,0.19
2104,4,5,9,0.09,0.11,0.19
2105,5,5,9,0.11,0.11,0.19
2106,6,5,9,0.13,0.11,0.19
2107,7,5,9,0.15,0.11,0.19
2108,8,5,9,0.17,0.11,0.19
2109,9,5,9,0.19,0.11,0.19
2110,10,5,9,0.21,0.11,0.19
2111,11,5,9,0.23,0.11,0.19
2112,12,5,9,0.25,0.11,0.19
2113,13,5,9,0.27,0.11,0.19
2114,14,5,9,0.29,0.11,0.19
2115,0,6,9,0.01,0.13,0.19
2116,1,6,9,0.03,0.13,0.19
2117,2,6,9,0.05,0.13,0.19
2118,3,6,9,0.07,0.13,0.19
2119,4,6,9,0.09,0.13,0.19
2120,5,6,9,0.11,0.13,0.19
2121,6,6,9,0.13,0.13,0.19
2122,7,6,9,0.15,0.13,0.19
2123,8,6,9,0.17,0.13,0.19
2124,9,6,9,0.19,0.13,0.19
2125,10,6,9,0.21,0.13,0.19
2126,11,6,9,0.23,0.13,0.19
2127,12,6,9,0.25,0.13,0.19
2128,13,6,9,0.27,0.13,0.19
2129,14,6,9,0.29,0.13,0.19
2130,0,7,9,0.01,0.15,0.19
2131,1,7,9,0.03,0.15,0.19
2132,2,7,9,0.05,0.15,0.19
2133,3,7,9,0.07,0.15,0.19
2134,4,7,9,0.09,0.15,0.19
2135,5,7,9,0.11,0.15,0.19
2136,6,7,9,0.13,0.15,0.19
2137,7,7,9,0.15,0.15,0.19
2138,8,7,9,0.17,0.15,0.19
2139,9,7,9,0.19,0.15,0.19
2140,10,7,9,0.21,0.15,0.19
2141,11,7,9,0.23,0.15,0.19
2142,12,7,9,0.25,0.15,0.19
2143,13,7,9,0.27,0.15,0.19
2144,14,7,9,0.29,0.15,0.19
2145,0,8,9,0.01,0.17,0.19
2146,1,8,9,0.03,0.17,0.19
2147,2,8,9,0.05,0.17,0.19
2148,3,8,9,0.07,0.17,0.19
2149,4,8,9,0.09,0.17,0.19
2150,5,8,9,0.11,0.17,0.19
2151,6,8,9,0.13,0.17,0.19
2152,7,8,9,0.15,0.17,0.19
2153,8,8,9,0.17,0.17,0.19
2154,9,8,9,0.19,0.17,0.19
2155,10,8,9,0.21,0.17,0.19
2156,11,8,9,0.23,0.17,0.19
2157,12,8,9,0.25,0.17,0.19
2158,13,8,9,0.27,0.17,0.19
2159,14,8,9,0.29,0.17,0.19
2160,0,9,9,0.01,0.19,0.19
2161,1,9,9,0.03,0.19,0.19
2162,2,9,9,0.05,0.19,0.19
2163,3,9,9,0.07,0.19,0.19
2164,4,9,9,0.09,0.19,0.19
2165,5,9,9,0.11,0.19,0.19
2166,6,9,9,0.13,0.19,0.19
2167,7,9,9,0.15,0.19,0.19
2168,8,9,9,0.17,0.19,0.19
2169,9,9,9,0.19,0.19,0.19
2170,10,9,9,0.21,0.19,0.19
2171,11,9,9,0.23,0.19,0.19
2172,12,9,9,0.25,0.19,0.19
2173,13,9,9,0.27,0.19,0.19
2174,14,9,9,0.29,0.19,0.19
2175,0,10,9,0.01,0.21,0.19
2176,1,10,9,0.03,0.21,0.19
2177,2,10,9,0.05,0.21,0.19
2178,3,10,9,0.07,0.21,0.19
2179,4,10,9,0.09,0.21,0.19
2180,5,10,9,0.11,0.21,0.19
2181,6,10,9,0.13,0.21,0.19
2182,7,10,9,0.15,0.21,0.19
2183,8,10,9,0.17,0.21,0.19
2184,9,10,9,0.19,0.21,0.19
2185,10,10,9,0.21,0.21,0.19
2186,11,10,9,0.23,0.21,0.19
2187,12,10,9,0.25,0.21,0.19
2188,13,10,9,0.27,0.21,0.19
2189,14,10,9,0.29,0.21,0.19
2190,0,11,9,0.01,0.23,0.19
2191,1,11,9,0.03,0.23,0.19
2192,2,11,9,0.05,0.23,0.19
2193,3,11,9,0.07,0.23,0.19
2194,4,11,9,0.09,0.23,0.19
2195,5,11,9,0.11,0.23,0.19
2196,6,11,9,0.13,0.23,0.19
2197,7,11,9,0.15,0.23,0.19
2198,8,11,9,0.17,0.23,0.19
2199,9,11,9,0.19,0.23,0.19
2200,10,11,9,0.21,0.23,0.19
2201,11,11,9,0.23,0.23,0.19
2202,12,11,9,0.25,0.23,0.19
2203,13,11,9,0.27,0.23,0.19
2204,14,11,9,0.29,0.23,0.19
2205,0,12,9,0.01,0.25,0.19
2206,1,12,9,0.03,0.25,0.19
2207,2,12,9,0.05,0.25,0.19
2208,3,12,9,0.07,0.25,0.19
2209,4,12,9,0.09,0.25,0.19
2210,5,12,9,0.11,0.25,0.19
2211,6,12,9,0.13,0.25,0.19
2212,7,12,9,0.15,0.25,0.19
2213,8,12,9,0.17,0.25,0.19
2214,9,12,9,0.19,0.25,0.19
2215,10,12,9,0.21,0.25,0.19
2216,11,12,9,0.23,0.25,0.19
2217,12,12,9,0.25,0.25,0.19
2218,13,12,9,0.27,0.25,0.19
2219,14,12,9,0.29,0.25,0.19
2220,0,13,9,0.01,0.27,0.19
2221,1,13,9,0.03,0.27,0.19
2222,2,13,9,0.05,0.27,0.19
2223,3,13,9,0.07,0.27,0.19
2224,4,13,9,0.09,0.27,0.19
2225,5,13,9,0.11,0.27,0.19
2226,6,13,9,0.13,0.27,0.19
2227,7,13,9,0.15,0.27,0.19
2228,8,13,9,0.17,0.27,0.19
2229,9,13,9,0.19,0.27,0.19
2230,10,13,9,0.21,0.27,0.19
2231,11,13,9,0.23,0.27,0.19
2232,12,13,9,0.25,0.27,0.19
2233,13,13,9,0.27,0.27,0.19
2234,14,13,9,0.29,0.27,0.19
2235,0,14,9,0.01,0.29,0.19
2236,1,14,9,0.03,0.29,0.19
2237,2,14,9,0.05,0.29,0.19
2238,3,14,9,0.07,0.29,0.19
2239,4,14,9,0.09,0.29,0.19
2240,5,14,9,0.11,0.29,0.19
2241,6,14,9,0.13,0.29,0.19
2242,7,14,9,0.15,0.29,0.19
2243,8,14,9,0.17,0.29,0.19
2244,9,14,9,0.19,0.29,0.19
2245,10,14,9,0.21,0.29,0.19
2246,11,14,9,0.23,0.29,0.19
2247,12,14,9,0.25,0.29,0.19
2248,13,14,9,0.27,0.29,0.19
2249,14,14,9,0.29,0.29,0.19
2250,0,0,10,0.01,0.01,0.21
2251,1,0,10,0.03,0.01,0.21
2252,2,0,10,0.05,0.01,0.21
2253,3,0,10,0.07,0.01,0.21
2254,4,0,10,0.09,0.01,0.21
2255,5,0,10,0.11,0.01,0.21
2256,6,0,10,0.13,0.01,0.21
2257,7,0,10,0.15,0.01,0.21
2258,8,0,10,0.17,0.01,0.21
2259,9,0,10,0.19,0.01,0.21
2260,10,0,10,0.21,0.01,0.21
2261,11,0,10,0.23,0.01,0.21
2262,12,0,10,0.25,0.01,0.21
2263,13,0,10,0.27,0.01,0.21
2264,14,0,10,0.29,0.01,0.21
2265,0,1,10,0.01,0.03,0.21
2266,1,1,10,0.03,0.03,0.21
2267,2,1,10,0.05,0.03,0.21
2268,3,1,10,0.07,0.03,0.21
2269,4,1,10,0.09,0.03,0.21
2270,5,1,10,0.11,0.03,0.21
2271,6,1,10,0.13,0.03,0.21
2272,7,1,10,0.15,0.03,0.21
2273,8,1,10,0.17,0.03,0.21
2274,9,1,10,0.19,0.03,0.21
2275,10,1,10,0.21,0.03,0.21
2276,11,1,10,0.23,0.03,0.21
2277,12,1,10,0.25,0.03,0.21
2278,13,1,10,0.27,0.03,0.21
2279,14,1,10,0.29,0.03,0.21
2280,0,2,10,0.01,0.05,0.21
2281,1,2,10,0.03,0.05,0.21
2282,2,2,10,0.05,0.05,0.21
2283,3,2,10,0.07,0.05,0.21
2284,4,2,10,0.09,0.05,0.21
2285,5,2,10,0.11,0.05,0.21
2286,6,2,10,0.13,0.05,0.21
2287,7,2,10,0.15,0.05,0.21
2288,8,2,10,0.17,0.05,0.21
2289,9,2,10,0.19,0.05,0.21
2290,10,2,10,0.21,0.05,0.21
2291,11,2,10,0.23,0.05,0.21
2292,12,2,10,0.25,0.05,0.21
2293,13,2,10,0.27,0.05,0.21
2294,14,2,10,0.29,0.05,0.21
2295,0,3,10,0.01,0.07,0.21
2296,1,3,10,0.03,0.07,0.21
2297,2,3,10,0.05,0.07,0.21
2298,3,3,10,0.07,0.07,0.21
2299,4,3,10,0.09,0.07,0.21
2300,5,3,10,0.11,0.07,0.21
2301,6,3,10,0.13,0.07,0.21
2302,7,3,10,0.15,0.07,0.21
2303,8,3,10,0.17,0.07,0.21
2304,9,3,10,0.19,0.07,0.21
2305,10,3,10,0.21,0.07,0.21
2306,11,3,10,0.23,0.07,0.21
2307,12,3,10,0.25,0.07,0.21
2308,13,3,10,0.27,0.07,0.21
2309,14,3,10,0.29,0.07,0.21
2310,0,4,10,0.01,0.09,0.21
2311,1,4,10,0.03,0.09,0.21
2312,2,4,10,0.05,0.09,0.21
2313,3,4,10,0.07,0.09,0.21
2314,4,4,10,0.09,0.09,0.21
2315,5,4,10,0.11,0.09,0.21
2316,6,4,10,0.13,0.09,0.21
2317,7,4,10,0.15,0.09,0.21
2318,8,4,10,0.17,0.09,0.21
2319,9,4,10,0.19,0.09,0.21
2320,10,4,10,0.21,0.09,0.21
2321,11,4,10,0.23,0.09,0.21
2322,12,4,10,0.25,0.09,0.21
2323,13,4,10,0.27,0.09,0.21
2324,14,4,10,0.29,0.09,0.21
2325,0,5,10,0.01,0.11,0.21
2326,1,5,10,0.03,0.11,0.21
2327,2,5,10,0.05,0.11,0.21
2328,3,5,10,0.07,0.11,0.21
2329,4,5,10,0.09,0.11,0.21
2330,5,5,10,0.11,0.11,0.21
2331,6,5,10,0.13,0.11,0.21
2332,7,5,10,0.15,0.11,0.21
2333,8,5,10,0.17,0.11,0.21
2334,9,5,10,0.19,0.11,0.21
2335,10,5,10,0.21,0.11,0.21
2336,11,5,10,0.23,0.11,0.21
2337,12,5,10,0.25,0.11,0.21
2338,13,5,10,0.27,0.11,0.21
2339,14,5,10,0.29,0.11,0.21
2340,0,6,10,0.01,0.13,0.21
2341,1,6,10,0.03,0.13,0.21
2342,2,6,10,0.05,0.13,0.21
2343,3,6,10,0.07,0.13,0.21
2344,4,6,10,0.09,0.13,0.21
2345,5,6,10,0.11,0.13,0.21
2346,6,6,10,0.13,0.13,0.21
2347,7,6,10,0.15,0.13,0.21
2348,8,6,10,0.17,0.13,0.21
2349,9,6,10,0.19,0.13,0.21
2350,10,6,10,0.21,0.13,0.21
2351,11,6,10,0.23,0.13,0.21
2352,12,6,10,0.25,0.13,0.21
2353,13,6,10,0.27,0.13,0.21
2354,14,6,10,0.29,0.13,0.21
2355,0,7,10,0.01,0.15,0.21
2356,1,7,10,0.03,0.15,0.21
2357,2,7,10,0.05,0.15,0.21
2358,3,7,10,0.07,0.15,0.21
2359,4,7,10,0.09,0.15,0.21
2360,5,7,10,0.11,0.15,0.21
2361,6,7,10,0.13,0.15,0.21
2362,7,7,10,0.15,0.15,0.21
2363,8,7,10,0.17,0.15,0.21
2364,9,7,10,0.19,0.15,0.21
2365,10,7,10,0.21,0.15,0.21
2366,11,7,10,0.23,0.15,0.21
2367,12,7,10,0.25,0.15,0.21
2368,13,7,10,0.27,0.15,0.21
2369,14,7,10,0.29,0.15,0.21
2370,0,8,10,0.01,0.17,0.21
2371,1,8,10,0.03,0.17,0.21
2372,2,8,10,0.05,0.17,0.21
2373,3,8,10,0.07,0.17,0.21
2374,4,8,10,0.09,0.17,0.21
2375,5,8,10,0.11,0.17,0.21
2376,6,8,10,0.13,0.17,0.21
2377,7,8,10,0.15,0.17,0.21
2378,8,8,10,0.17,0.17,0.21
2379,9,8,10,0.19,0.17,0.21
2380,10,8,10,0.21,0.17,0.21
2381,11,8,10,0.23,0.17,0.21
2382,12,8,10,0.25,0.17,0.21
2383,13,8,10,0.27,0.17,0.21
2384,14,8,10,0.29,0.17,0.21
2385,0,9,10,0.01,0.19,0.21
2386,1,9,10,0.03,0.19,0.21
2387,2,9,10,0.05,0.19,0.21
2388,3,9,10,0.07,0.19,0.21
2389,4,9,10,0.09,0.19,0.21
2390,5,9,10,0.11,0.19,0.21
2391,6,9,10,0.13,0.19,0.21
2392,7,9,10,0.15,0.19,0.21
2393,8,9,10,0.17,0.19,0.21
2394,9,9,10,0.19,0.19,0.21
2395,10,9,10,0.21,0.19,0.21
2396,11,9,10,0.23,0.19,0.21
2397,12,9,10,0.25,0.19,0.21
2398,13,9,10,0.27,0.19,0.21
2399,14,9,10,0.29,0.19,0.21
2400,0,10,10,0.01,0.21,0.21
2401,1,10,10,0.03,0.21,0.21
2402,2,10,10,0.05,0.21,0.21
2403,3,10,10,0.07,0.21,0.21
2404,4,10,10,0.09,0.21,0.21
2405,5,10,10,0.11,0.21,0.21
2406,6,10,10,0.13,0.21,0.21
2407,7,10,10,0.15,0.21,0.21
2408,8,10,10,0.17,0.21,0.21
2409,9,10,10,0.19,0.21,0.21
2410,10,10,10,0.21,0.21,0.21
2411,11,10,10,0.23,0.21,0.21
2412,12,10,10,0.25,0.21,0.21
2413,13,10,10,0.27,0.21,0.21
2414,14,10,10,0.29,0.21,0.21
2415,0,11,10,0.01,0.23,0.21
2416,1,11,10,0.03,0.23,0.21
2417,2,11,10,0.05,0.23,0.21
2418,3,11,10,0.07,0.23,0.21
2419,4,11,10,0.09,0.23,0.21
2420,5,11,10,0.11,0.23,0.21
2421,6,11,10,0.13,0.23,0.21
2422,7,11,10,0.15,0.23,0.21
2423,8,11,10,0.17,0.23,0.21
2424,9,11,10,0.19,0.23,0.21
2425,10,11,10,0.21,0.23,0.21
2426,11,11,10,0.23,0.23,0.21
2427,12,11,10,0.25,0.23,0.21
2428,13,11,10,0.27,0.23,0.21
2429,14,11,10,0.29,0.23,0.21
2430,0,12,10,0.01,0.25,0.21
2431,1,12,10,0.03,0.25,0.21
2432,2,12,10,0.05,0.25,0.21
2433,3,12,10,0.07,0.25,0.21
2434,4,12,10,0.09,0.25,0.21
2435,5,12,10,0.11,0.25,0.21
2436,6,12,10,0.13,0.25,0.21
2437,7,12,10,0.15,0.25,0.21
2438,8,12,10,0.17,0.25,0.21
2439,9,12,10,0.19,0.25,0.21
2440,10,12,10,0.21,0.25,0.21
2441,11,12,10,0.23,0.25,0.21
2442,12,12,10,0.25,0.25,0.21
2443,13,12,10,0.27,0.25,0.21
2444,14,12,10,0.29,0.25,0.21
2445,0,13,10,0.01,0.27,0.21
2446,1,13,10,0.03,0.27,0.21
2447,2,13,10,0.05,0.27,0.21
2448,3,13,10,0.07,0.27,0.21
2449,4,13,10,0.09,0.27,0.21
2450,5,13,10,0.11,0.27,0.21
2451,6,13,10,0.13,0.27,0.21
2452,7,13,10,0.15,0.27,0.21
2453,8,13,10,0.17,0.27,0.21
2454,9,13,10,0.19,0.27,0.21
2455,10,13,10,0.21,0.27,0.21
2456,11,13,10,0.23,0.27,0.21
2457,12,13,10,0.25,0.27,0.21
2458,13,13,10,0.27,0.27,0.21
2459,14,13,10,0.29,0.27,0.21
2460,0,14,10,0.01,0.29,0.21
2461,1,14,10,0.03,0.29,0.21
2462,2,14,10,0.05,0.29,0.21
2463,3,14,10,0.07,0.29,0.21
2464,4,14,10,0.09,0.29,0.21
2465,5,14,10,0.11,0.29,0.21
2466,6,14,10,0.13,0.29,0.21
2467,7,14,10,0.15,0.29,0.21
2468,8,14,10,0.17,0.29,0.21
2469,9,14,10,0.19,0.29,0.21
2470,10,14,10,0.21,0.29,0.21
2471,11,14,10,0.23,0.29,0.21
2472,12,14,10,0.25,0.29,0.21
2473,13,14,10,0.27,0.29,0.21
2474,14,14,10,0.29,0.29,0.21
2475,0,0,11,0.01,0.01,0.23
2476,1,0,11,0.03,0.01,0.23
2477,2,0,11,0.05,0.01,0.23
2478,3,0,11,0.07,0.01,0.23
2479,4,0,11,0.09,0.01,0.23
2480,5,0,11,0.11,0.01,0.23
2481,6,0,11,0.13,0.01,0.23
2482,7,0,11,0.15,0.01,0.23
2483,8,0,11,0.17,0.01,0.23
2484,9,0,11,0.19,0.01,0.23
2485,10,0,11,0.21,0.01,0.23
2486,11,0,11,0.23,0.01,0.23
2487,12,0,11,0.25,0.01,0.23
2488,13,0,11,0.27,0.01,0.23
2489,14,0,11,0.29,0.01,0.23
2490,0,1,11,0.01,0.03,0.23
2491,1,1,11,0.03,0.03,0.23
2492,2,1,11,0.05,0.03,0.23
2493,3,1,11,0.07,0.03,0.23
2494,4,1,11,0.09,0.03,0.23
2495,5,1,11,0.11,0.03,0.23
2496,6,1,11,0.13,0.03,0.23
2497,7,1,11,0.15,0.03,0.23
2498,8,1,11,0.17,0.03,0.23
2499,9,1,11,0.19,0.03,0.23
2500,10,1,11,0.21,0.03,0.23
2501,11,1,11,0.23,0.03,0.23
2502,12,1,11,0.25,0.03,0.23
2503,13,1,11,0.27,0.03,0.23
2504,14,1,11,0.29,0.03,0.23
2505,0,2,11,0.01,0.05,0.23
2506,1,2,11,0.03,0.05,0.23
2507,2,2,11,0.05,0.05,0.23
2508,3,2,11,0.07,0.05,0.23
2509,4,2,11,0.09,0.05,0.23
2510,5,2,11,0.11,0.05,0.23
2511,6,2,11,0.13,0.05,0.23
2512,7,2,11,0.15,0.05,0.23
2513,8,2,11,0.17,0.05,0.23
2514,9,2,11,0.19,0.05,0.23
2515,10,2,11,0.21,0.05,0.23
2516,11,2,11,0.23,0.05,0.23
2517,12,2,11,0.25,0.05,0.23
2518,13,2,11,0.27,0.05,0.23
2519,14,2,11,0.29,0.05,0.23
2520,0,3,11,0.01,0.07,0.23
2521,1,3,11,0.03,0.07,0.23
2522,2,3,11,0.05,0.07,0.23
2523,3,3,11,0.07,0.07,0.23
2524,4,3,11,0.09,0.07,0.23
2525,5,3,11,0.11,0.07,0.23
2526,6,3,11,0.13,0.07,0.23
2527,7,3,11,0.15,0.07,0.23
2528,8,3,11,0.17,0.07,0.23
2529,9,3,11,0.19,0.07,0.23
2530,10,3,11,0.21,0.07,0.23
2531,11,3,11,0.23,0.07,0.23
2532,12,3,11,0.25,0.07,0.23
2533,13,3,11,0.27,0.07,0.23
2534,14,3,11,0.29,0.07,0.23
2535,0,4,11,0.01,0.09,0.23
2536,1,4,11,0.03,0.09,0.23
2537,2,4,11,0.05,0.09,0.23
2538,3,4,11,0.07,0.09,0.23
2539,4,4,11,0.09,0.09,0.23
2540,5,4,11,0.11,0.09,0.23
2541,6,4,11,0.13,0.09,0.23
2542,7,4,11,0.15,0.09,0.23
2543,8,4,11,0.17,0.09,0.23
2544,9,4,11,0.19,0.09,0.23
2545,10,4,11,0.21,0.09,0.23
2546,11,4,11,0.23,0.09,0.23
2547,12,4,11,0.25,0.09,0.23
2548,13,4,11,0.27,0.09,0.23
2549,14,4,11,0.29,0.09,0.23
2550,0,5,11,0.01,0.11,0.23
2551,1,5,11,0.03,0.11,0.23
2552,2,5,11,0.05,0.11,0.23
2553,3,5,11,0.07,0.11,0.23
2554,4,5,11,0.09,0.11,0.23
2555,5,5,11,0.11,0.11,0.23
2556,6,5,11,0.13,0.11,0.23
2557,7,5,11,0.15,0.11,0.23
2558,8,5,11,0.17,0.11,0.23
2559,9,5,11,0.19,0.11,0.23
2560,10,5,11,0.21,0.11,0.23
2561,11,5,11,0.23,0.11,0.23
2562,12,5,11,0.25,0.11,0.23
2563,13,5,11,0.27,0.11,0.23
2564,14,5,11,0.29,0.11,0.23
2565,0,6,11,0.01,0.13,0.23
2566,1,6,11,0.03,0.13,0.23
2567,2,6,11,0.05,0.13,0.23
2568,3,6,11,0.07,0.13,0.23
2569,4,6,11,0.09,0.13,0.23
2570,5,6,11,0.11,0.13,0.23
2571,6,6,11,0.13,0.13,0.23
2572,7,6,11,0.15,0.13,0.23
2573,8,6,11,0.17,0.13,0.23
2574,9,6,11,0.19,0.13,0.23
2575,10,6,11,0.21,0.13,0.23
2576,11,6,11,0.23,0.13,0.23
2577,12,6,11,0.25,0.13,0.23
2578,13,6,11,0.27,0.13,0.23
2579,14,6,11,0.29,0.13,0.23
2580,0,7,11,0.01,0.15,0.23
2581,1,7,11,0.03,0.15,0.23
2582,2,7,11,0.05,0.15,0.23
2583,3,7,11,0.07,0.15,0.23
2584,4,7,11,0.09,0.15,0.23
2585,5,7,11,0.11,0.15,0.23
2586,6,7,11,0.13,0.15,0.23
2587,7,7,11,0.15,0.15,0.23
2588,8,7,11,0.17,0.15,0.23
2589,9,7,11,0.19,0.15,0.23
2590,10,7,11,0.21,0.15,0.23
2591,11,7,11,0.23,0.15,0.23
2592,12,7,11,0.25,0.15,0.23
2593,13,7,11,0.27,0.15,0.23
2594,14,7,11,0.29,0.15,0.23
2595,0,8,11,0.01,0.17,0.23
2596,1,8,11,0.03,0.17,0.23
2597,2,8,11,0.05,0.17,0.23
2598,3,8,11,0.07,0.17,0.23
2599,4,8,11,0.09,0.17,0.23
2600,5,8,11,0.11,0.17,0.23
2601,6,8,11,0.13,0.17,0.23
2602,7,8,11,0.15,0.17,0.23
2603,8,8,11,0.17,0.17,0.23
2604,9,8,11,0.19,0.17,0.23
2605,10,8,11,0.21,0.17,0.23
2606,11,8,11,0.23,0.17,0.23
2607,12,8,11,0.25,0.17,0.23
2608,13,8,11,0.27,0.17,0.23
2609,14,8,11,0.29,0.17,0.23
2610,0,9,11,0.01,0.19,0.23
2611,1,9,11,0.03,0.19,0.23
2612,2,9,11,0.05,0.19,0.23
2613,3,9,11,0.07,0.19,0.23
2614,4,9,11,0.09,0.19,0.23
2615,5,9,11,0.11,0.19,0.23
2616,6,9,11,0.13,0.19,0.23
2617,7,9,11,0.15,0.19,0.23
2618,8,9,11,0.17,0.19,0.23
2619,9,9,11,0.19,0.19,0.23
2620,10,9,11,0.21,0.19,0.23
2621,11,9,11,0.23,0.19,0.23
2622,12,9,11,0.25,0.19,0.23
2623,13,9,11,0.27,0.19,0.23
2624,14,9,11,0.29,0.19,0.23
2625,0,10,11,0.01,0.21,0.23
2626,1,10,11,0.03,0.21,0.23
2627,2,10,11,0.05,0.21,0.23
2628,3,10,11,0.07,0.21,0.23
2629,4,10,11,0.09,0.21,0.23
2630,5,10,11,0.11,0.21,0.23
2631,6,10,11,0.13,0.21,0.23
2632,7,10,11,0.15,0.21,0.23
2633,8,10,11,0.17,0.21,0.23
2634,9,10,11,0.19,0.21,0.23
2635,10,10,11,0.21,0.21,0.23
2636,11,10,11,0.23,0.21,0.23
2637,12,10,11,0.25,0.21,0.23
2638,13,10,11,0.27,0.21,0.23
2639,14,10,11,0.29,0.21,0.23
2640,0,11,11,0.01,0.23,0.23
2641,1,11,11,0.03,0.23,0.23
2642,2,11,11,0.05,0.23,0.23
2643,3,11,11,0.07,0.23,0.23
2644,4,11,11,0.09,0.23,0.23
2645,5,11,11,0.11,0.23,0.23
2646,6,11,11,0.13,0.23,0.23
2647,7,11,11,0.15,0.23,0.23
2648,8,11,11,0.17,0.23,0.23
2649,9,11,11,0.19,0.23,0.23
2650,10,11,11,0.21,0.23,0.23
2651,11,11,11,0.23,0.23,0.23
2652,12,11,11,0.25,0.23,0.23
2653,13,11,11,0.27,0.23,0.23
2654,14,11,11,0.29,0.23,0.23
2655,0,12,11,0.01,0.25,0.23
2656,1,12,11,0.03,0.25,0.23
2657,2,12,11,0.05,0.25,0.23
2658,3,12,11,0.07,0.25,0.23
2659,4,12,11,0.09,0.25,0.23
2660,5,12,11,0.11,0.25,0.23
2661,6,12,11,0.13,0.25,0.23
2662,7,12,11,0.15,0.25,0.23
2663,8,12,11,0.17,0.25,0.23
2664,9,12,11,0.19,0.25,0.23
2665,10,12,11,0.21,0.25,0.23
2666,11,12,11,0.23,0.25,0.23
2667,12,12,11,0.25,0.25,0.23
2668,13,12,11,0.27,0.25,0.23
2669,14,12,11,0.29,0.25,0.23
2670,0,13,11,0.01,0.27,0.23
2671,1,13,11,0.03,0.27,0.23
2672,2,13,11,0.05,0.27,0.23
2673,3,13,11,0.07,0.27,0.23
2674,4,13,11,0.09,0.27,0.23
2675,5,13,11,0.11,0.27,0.23
2676,6,13,11,0.13,0.27,0.23
2677,7,13,11,0.15,0.27,0.23
2678,8,13,11,0.17,0.27,0.23
2679,9,13,11,0.19,0.27,0.23
2680,10,13,11,0.21,0.27,0.23
2681,11,13,11,0.23,0.27,0.23
2682,12,13,11,0.25,0.27,0.23
2683,13,13,11,0.27,0.27,0.23
2684,14,13,11,0.29,0.27,0.23
2685,0,14,11,0.01,0.29,0.23
2686,1,14,11,0.03,0.29,0.23
2687,2,14,11,0.05,0.29,0.23
2688,3,14,11,0.07,0.29,0.23
2689,4,14,11,0.09,0.29,0.23
2690,5,14,11,0.11,0.29,0.23
2691,6,14,11,0.13,0.29,0.23
2692,7,14,11,0.15,0.29,0.23
2693,8,14,11,0.17,0.29,0.23
2694,9,14,11,0.19,0.29,0.23
2695,10,14,11,0.21,0.29,0.23
2696,11,14,11,0.23,0.29,0.23
2697,12,14,11,0.25,0.29,0.23
2698,13,14,11,0.27,0.29,0.23
2699,14,14,11,0.29,0.29,0.23
2700,0,0,12,0.01,0.01,0.25
2701,1,0,12,0.03,0.01,0.25
2702,2,0,12,0.05,0.01,0.25
2703,3,0,12,0.07,0.01,0.25
